Target	Category	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99
Sap	Target	0.0	0.0	0.001	0.0024884602	0.004180437	0.005917169	0.007611486	0.009217594	0.010713967	0.012093411	0.013357141	0.014510991	0.018090047	0.023188855	0.029156221	0.035525203	0.04201652	0.04846327	0.054763414	0.06085202	0.06667658	0.072201416	0.08108946	0.092098996	0.104176685	0.11667487	0.12921138	0.14155337	0.15355913	0.16514173	0.176252	0.1868695	0.196985	0.20660049	0.2157248	0.22436965	0.23255263	0.2402954	0.24762149	0.25455517	0.2611199	0.26733524	0.27322093	0.27879632	0.28408	0.28908977	0.29384226	0.29835305	0.30263677	0.30670694	0.31057614	0.31425604	0.3177575	0.32109055	0.32426456	0.3272882	0.33016956	0.33291617	0.33553508	0.3380329	0.3404158	0.34268954	0.3448596	0.34693062	0.34890676	0.3507918	0.352589	0.35430154	0.3559327	0.35748577	0.35896397	0.3603705	0.3617085	0.36298102	0.36419097	0.36534125	0.3664346	0.3674737	0.3684611	0.36939928	0.37029058	0.37113726	0.3719415	0.3727054	0.37343088	0.37411988	0.37477416	0.37539548	0.37598547	0.3765457	0.3770776	0.37758267	0.3780622	0.3785175	0.37894982	0.37936026	0.37974992	0.38011986	0.3804711	0.3808046
Sap	Cohort	0.0	0.0	0.001	0.0024618201	0.0040917695	0.005730834	0.007295227	0.008743753	0.010059533	0.011239573	0.01228914	0.013218015	0.016436128	0.02108422	0.02654873	0.032379348	0.03831288	0.044198547	0.049946796	0.055499762	0.060809672	0.06584374	0.07160085	0.07756618	0.083320476	0.08865514	0.093487956	0.09779784	0.10159517	0.104905255	0.107762046	0.11020551	0.11227297	0.1140007	0.11542263	0.116569005	0.117469095	0.11815102	0.11864104	0.11896328	0.11913943	0.119187355	0.11912358	0.11896315	0.11871966	0.11840526	0.11803081	0.11760595	0.11713914	0.11663786	0.11610868	0.115557276	0.11498865	0.114407144	0.11381652	0.113220036	0.1126205	0.112020314	0.11142158	0.110826015	0.110235184	0.109650314	0.1090794	0.10852963	0.10800314	0.10750979	0.10704738	0.106613874	0.10620738	0.1058262	0.10546869	0.105133414	0.10481895	0.10452402	0.10424742	0.103988014	0.103744745	0.10351663	0.10330277	0.103102244	0.10291428	0.102738105	0.102572985	0.10241825	0.102273285	0.102137476	0.10201026	0.10189113	0.10177959	0.101675175	0.10157741	0.10148594	0.10140035	0.101320304	0.10124544	0.101175435	0.10110999	0.10104882	0.10099166	0.10093827
Sap	Rhyme	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.7078155e-05	0.0002462902	0.000397208	0.0005084816	0.0005678348	0.0005698312	0.0005412786	0.00051405426	0.00048809775	0.0015368005	0.003998823	0.007102826	0.010411204	0.013700511	0.016856113	0.01982099	0.022567024	0.025084814	0.027380658	0.029459015	0.031328183	0.03299794	0.03447543	0.03577164	0.03690057	0.03787768	0.038718786	0.03943869	0.040046945	0.040553693	0.04096916	0.041303266	0.041565415	0.04176436	0.041908156	0.04200414	0.042058915	0.04207842	0.042067915	0.04203211	0.04197515	0.041900683	0.041811895	0.041711587	0.041602205	0.041485865	0.041364398	0.041239392	0.041112196	0.040983967	0.040855445	0.04072699	0.04059886	0.040470894	0.040343057	0.040215377	0.040087935	0.039960857	0.039834294	0.039708402	0.039583344	0.039459288	0.0393364	0.039214835	0.03909474	0.03897626	0.03885952	0.038744632	0.038631722	0.03852086	0.03841215	0.038305648	0.03820142	0.03809952	0.037999976	0.037902832	0.0378081	0.037715796	0.03762593	0.037538502	0.037453502	0.03737092	0.037290737	0.03721293	0.037137475	0.037064347	0.0369935
Sap	Embedding	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sap	Other	0.0	0.0	6.341464e-05	0.00015371131	0.00025171868	0.00034761435	0.0004366324	0.0005167484	0.0005874159	0.000648869	0.0007017824	0.00074737525	0.0007935815	0.00084375497	0.0009028	0.00095308066	0.0009862608	0.0010018821	0.001003573	0.0009973488	0.0009857346	0.000969873	0.0009637128	0.0009813432	0.0010051145	0.0010246355	0.0010381687	0.0010462865	0.001049723	0.0010486153	0.0010427275	0.0010336308	0.001022099	0.0010090108	0.000995471	0.0009816199	0.0009674752	0.0009530824	0.000938502	0.0009239135	0.0009100926	0.0008970042	0.0008846177	0.0008729051	0.0008618402	0.00085139717	0.0008415512	0.0008322774	0.0008235516	0.0008153495	0.0008076473	0.0008004215	0.00079364906	0.0007873073	0.0007813742	0.0007758283	0.0007706489	0.00076581567	0.00076130935	0.0007571115	0.000753204	0.00074956997	0.0007461932	0.00074305723	0.00074014487	0.000737442	0.0007349313	0.0007325988	0.00073043176	0.0007284171	0.0007265439	0.000724802	0.00072318246	0.00072167604	0.000720275	0.0007189712	0.0007177587	0.00071663095	0.0007155815	0.0007146054	0.0007136972	0.0007128525	0.00071206695	0.0007113362	0.00071065687	0.0007100252	0.0007094379	0.000708892	0.0007083846	0.0007079128	0.0007074749	0.00070706796	0.0007066899	0.0007063391	0.00070601294	0.000705711	0.0007054306	0.00070517027	0.00070492923	0.0007047051
Sarp	Target	0.0	0.0	0.001	0.00240854	0.0039155306	0.005363092	0.00667605	0.007824231	0.008801759	0.009615541	0.010280217	0.010814495	0.013377307	0.017142106	0.021533791	0.026139822	0.030733772	0.035197023	0.039467953	0.043510348	0.047290985	0.050787978	0.056779537	0.06403746	0.07162425	0.07925478	0.086804174	0.094180934	0.10133007	0.1082199	0.11482204	0.12112972	0.1305467	0.14202128	0.15478688	0.16824013	0.181948	0.19563454	0.20912962	0.22233297	0.23517342	0.24759883	0.25958347	0.27111298	0.28217897	0.29278255	0.3029246	0.31260347	0.3218231	0.33059216	0.33892247	0.34682798	0.35432392	0.36142632	0.36815163	0.3745163	0.38053676	0.3862291	0.391609	0.39669186	0.40149236	0.40602475	0.41030222	0.4143373	0.41814217	0.42172867	0.42510813	0.42829156	0.43128943	0.43411177	0.43676826	0.43926802	0.4416198	0.44383192	0.4459122	0.44786826	0.44970715	0.45143563	0.4530601	0.45458657	0.45602077	0.45736817	0.4586337	0.45982194	0.46093738	0.4619842	0.46296638	0.4638878	0.46475202	0.46556246	0.46632245	0.46703497	0.4677029	0.46832898	0.46891576	0.46946573	0.4699811	0.47046402	0.47091654	0.4713405
Sarp	Cohort	0.0	0.0	0.001	0.0024884602	0.0041800714	0.0059155263	0.007607039	0.009208207	0.0106969355	0.01206553	0.013314781	0.01445018	0.01800704	0.0230998	0.02908954	0.03550781	0.04207379	0.04862063	0.05504528	0.06128032	0.06727154	0.07298156	0.07839046	0.08320177	0.0872281	0.09053135	0.093204945	0.095324464	0.096961506	0.09818093	0.099035226	0.09957505	0.10096132	0.1027821	0.10475898	0.10668687	0.10842722	0.109912395	0.11111901	0.112050004	0.11271528	0.1131274	0.11330625	0.1132729	0.11304761	0.11274286	0.11245602	0.1121828	0.11192057	0.11166795	0.111424275	0.11118942	0.110963516	0.11074684	0.11053971	0.11034244	0.110155284	0.10997843	0.109812	0.10965603	0.109510474	0.10937523	0.10924977	0.10913345	0.10902571	0.10892603	0.10883392	0.10874895	0.10867069	0.10859875	0.10853275	0.108472325	0.10841712	0.10836685	0.10832115	0.10827976	0.108242355	0.10820868	0.10817847	0.1081515	0.10812751	0.10810631	0.10808763	0.108071245	0.10805693	0.108044505	0.10803378	0.108024605	0.10801684	0.10801036	0.108005054	0.10800082	0.10799754	0.10799513	0.10799352	0.10799265	0.10799244	0.10799282	0.107993744	0.10799513
Sarp	Rhyme	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sarp	Embedding	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2513559e-05	0.00033634756	0.0007268081	0.0010916789	0.0013899488	0.0016076028	0.0017378156	0.001772776	0.0017068053	0.0044579683	0.008819101	0.013858633	0.019284885	0.024951816	0.030744255	0.03657605	0.042382296	0.04809958	0.05368848	0.05911618	0.06421027	0.06890705	0.07316347	0.07696539	0.08033359	0.08330907	0.085942104	0.08826748	0.09030728	0.09208994	0.09364119	0.09498217	0.09613535	0.097120255	0.097950056	0.09863815	0.099198416	0.099644594	0.09998987	0.10024665	0.10042644	0.100539766	0.10059616	0.10060419	0.10057153	0.100504965	0.1004105	0.1002934	0.10015828	0.100008726	0.099847704	0.099677846	0.099501476	0.099320605	0.09913699	0.09895216	0.09876741	0.098583855	0.098402426	0.098223895	0.09804892	0.097878024	0.09771164	0.09755008	0.09739362	0.09724243	0.097096644	0.09695634	0.09682155	0.09669216	0.09656796	0.09644874	0.09633432	0.09622455	0.09611927	0.09601836	0.09592166	0.09582903	0.09574036	0.095655516	0.09557438	0.095496826	0.09542273	0.09535197	0.09528443	0.09522	0.09515855
Sarp	Other	0.0	0.0	6.25e-05	0.00015149431	0.00024808812	0.0003426007	0.00043033483	0.00050929526	0.0005789435	0.00063951034	0.00069166056	0.0007365958	0.0007821356	0.00083269714	0.00089333113	0.0009450633	0.0009793697	0.0009956219	0.0009973171	0.0009907709	0.0009789316	0.00096292427	0.0010339015	0.0011766616	0.0013105898	0.0014255655	0.0015266258	0.0016146549	0.0016913638	0.0017602238	0.0018207326	0.0018745939	0.0019262112	0.0019746977	0.002030788	0.0020929712	0.002152898	0.0022053728	0.0022474339	0.00228117	0.0023088339	0.002329704	0.0023446681	0.0023549413	0.002360777	0.0023627526	0.002361825	0.0023582464	0.0023521804	0.0023438593	0.002333544	0.0023215057	0.002308012	0.0022933201	0.0022776627	0.0022612591	0.002244303	0.0022269688	0.0022094082	0.0021917543	0.0021741227	0.0021568346	0.0021400372	0.0021237412	0.0021079618	0.0020927088	0.0020779907	0.0020638113	0.0020501718	0.002037072	0.0020245067	0.00201247	0.0020009538	0.0019899472	0.001979439	0.001969416	0.001959864	0.00195077	0.001942118	0.0019338927	0.001926078	0.0019187127	0.0019118303	0.001905391	0.0018993608	0.0018937084	0.0018884086	0.0018834355	0.0018787675	0.0018743846	0.0018702691	0.0018664037	0.0018627724	0.0018593608	0.0018561562	0.0018531451	0.0018503162	0.0018476581	0.001845161	0.0018428152
Sat	Target	0.0	0.0	0.001	0.0024884602	0.0041774474	0.005904287	0.0075779716	0.009149382	0.010594326	0.011903606	0.013077043	0.0141196195	0.017567582	0.022546176	0.028427094	0.034748398	0.041232336	0.047714636	0.05409317	0.06029892	0.06627609	0.07198765	0.08093157	0.09185754	0.10367393	0.11579205	0.1279054	0.13982901	0.15144353	0.16266663	0.17345548	0.18378863	0.19366078	0.20306283	0.21199761	0.2204732	0.22850515	0.23611331	0.24331953	0.25014466	0.25661024	0.2627376	0.26854742	0.27405894	0.2792897	0.28425643	0.2889749	0.2934599	0.2977252	0.3017836	0.30564693	0.30932623	0.3128317	0.3161728	0.31935835	0.32239646	0.32529482	0.32806057	0.3307003	0.33322027	0.33562633	0.33792397	0.34011844	0.3422146	0.34421706	0.34613016	0.3479581	0.34970477	0.35137394	0.35296908	0.35449362	0.3559507	0.35734347	0.35867473	0.35994732	0.36116382	0.3623268	0.36343858	0.3645015	0.3655178	0.36648947	0.36741856	0.36830693	0.36915642	0.36996874	0.3707456	0.37148854	0.3721991	0.37287864	0.3735286	0.3741503	0.374745	0.37531388	0.37585807	0.37637872	0.3768768	0.37735337	0.37780935	0.37824565	0.37866315
Sat	Cohort	0.0	0.0	0.001	0.0024618201	0.004092766	0.0057351277	0.007306399	0.00876649	0.010099412	0.011302841	0.012382506	0.013348472	0.016610282	0.021298444	0.026791774	0.03263828	0.03857427	0.044448093	0.050170213	0.05568413	0.060943168	0.065914996	0.07058403	0.074710436	0.07806104	0.080605045	0.08241107	0.08356333	0.08414478	0.084228866	0.083887674	0.083186425	0.08231535	0.081309475	0.080190845	0.078979395	0.077694	0.07635198	0.07496882	0.073557466	0.07212938	0.07069456	0.06926158	0.06783762	0.06642839	0.065038726	0.06367262	0.06233336	0.061023563	0.059745286	0.058500066	0.057289045	0.05611294	0.054972213	0.053867023	0.052797314	0.051762853	0.050763246	0.049797967	0.048866395	0.047967847	0.04710154	0.04626667	0.045462396	0.044687837	0.043942124	0.043224346	0.042533617	0.041869044	0.04122975	0.040614862	0.040023524	0.039454903	0.03890817	0.038382526	0.037877202	0.037391435	0.036924493	0.036475662	0.036044244	0.03562958	0.03523102	0.034847956	0.03447977	0.034125898	0.033785768	0.033458855	0.033144634	0.032842606	0.0325523	0.032273237	0.032004993	0.03174713	0.031499233	0.031260923	0.03103181	0.030811535	0.030599749	0.03039611	0.0302003
Sat	Rhyme	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0778313e-05	0.00015363457	0.0003052387	0.00038816076	0.00040197824	0.0003818458	0.00036266103	0.0003443794	0.00032696	0.0015169322	0.0039877193	0.006910866	0.00990925	0.012840589	0.01563663	0.018259207	0.020678062	0.022885408	0.024881132	0.02667212	0.028257638	0.029643515	0.030836085	0.03184688	0.032690138	0.033381123	0.033933003	0.03435955	0.0346744	0.0348906	0.035019808	0.03507168	0.035055455	0.03497981	0.03485273	0.034681484	0.034472633	0.03423206	0.03396501	0.033676118	0.033369496	0.03304875	0.032717045	0.032377157	0.03203149	0.031682163	0.031330995	0.030979551	0.030629197	0.030281108	0.029936269	0.02959553	0.029259615	0.02892911	0.028604528	0.028286273	0.027974684	0.027670017	0.027372478	0.027082218	0.026799347	0.026523922	0.026255976	0.025995512	0.025742505	0.025496898	0.025258629	0.025027608	0.02480373	0.024586897	0.02437698	0.02417384	0.023977354	0.023787366	0.023603741	0.023426315	0.02325495	0.023089478	0.022929749	0.022775603	0.022626882	0.022483442	0.022345124	0.022211768	0.022083238	0.02195938	0.021840036
